date_time,WS_20_mean,WS_20_min,WS_20_max,WS_20_stdv,WD_20_mean,WD_20_min,WD_20_max,WD_20_stdv,Tair_mean,Pbaro_mean,WD_20_mean_rad,WD_20_max_rad,WD_20_min_rad,WD_20_stdv_rad,year,month
2019-08-28 11:10:00,-0.10042595799086733,-0.07863580000000127,-0.11309482009132701,0.0004592091324202485,241.62,221.12,262.12,8.23,-0.22181463051933312,0.461952054794574,0.15131359209566328,0.14923872140983604,0.14043002809837646,0.0018732528008900086,2019,8
2019-08-28 12:10:00,-0.13765795799086733,-0.17793180000000128,0.035849179908672965,0.026419209132420258,270.82,242.42,308.22,11.55,-0.18831463051933311,0.44195205479457517,0.23285537474883825,0.27797420703693787,0.1999108490063432,0.011144441787483887,2019,8
2019-08-28 13:10:00,-0.14808195799086732,-0.1531078000000013,-0.162734820091327,0.00795520913242025,263.62,227.32,293.22,10.41,-0.1848146305193331,0.40695205479457286,0.2127491817658637,0.23608630498907401,0.15774369427816026,0.007960961231846229,2019,8
2019-08-28 14:10:00,-0.15949795799086736,-0.1531078000000013,-0.11309482009132701,0.009443209132420246,249.62,194.62,308.42,19.38,-0.17331463051933307,0.3819520547945729,0.17365380652119058,0.27853271239757604,0.06642806781381694,0.033009926656468846,2019,8
2019-08-28 15:10:00,-0.07609795799086733,-0.07863580000000127,-0.06344682009132697,-0.0035647908675797437,241.12,213.62,269.22,9.88,-0.1843146305193331,0.36695205479457516,0.14991732869406776,0.16906566171249168,0.11948607707444453,0.006480922026155041,2019,8
2019-08-28 16:10:00,-0.12176995799086733,-0.1531078000000013,-0.11309482009132701,-0.0037087908675797455,237.22,203.32,264.42,10.92,-0.20281463051933307,0.35695205479457287,0.13902647416162311,0.15566153305717534,0.09072305100157792,0.009385149901473601,2019,8
2019-08-28 17:10:00,-0.17106595799086732,-0.1034598000000013,-0.23720682009132701,-0.021532790867579747,232.72,208.22,250.92,6.775,-0.2228146305193331,0.35195205479457176,0.126460103547264,0.11796242121409761,0.10440643233721353,-0.002189873697752791,2019,8
2019-08-28 18:10:00,-0.15319395799086735,-0.028995800000001282,-0.262030820091327,-0.047100790867579755,237.62,223.62,249.72,3.756,-0.23681463051933305,0.35695205479457287,0.1401434848828994,0.11461138905026858,0.14741134510635384,-0.010620512116586201,2019,8
2019-08-28 19:10:00,-0.19067395799086734,-0.07863580000000127,-0.286854820091327,-0.04869279086757975,235.12,224.52,242.02,2.9130000000000003,-0.24581463051933305,0.36195205479457404,0.1331621678749221,0.09310893266569849,0.14992461922922565,-0.01297461221167615,2019,8
2019-08-28 20:10:00,-0.22636995799086734,-0.07863580000000127,-0.361318820091327,-0.05693279086757975,235.32,230.12,240.72,2.257,-0.24131463051933305,0.37195205479457627,0.13372067323556025,0.08947864782155023,0.1655627693270948,-0.0148065097945694,2019,8
2019-08-28 21:10:00,-0.4297219579908673,-0.2772198000000013,-0.559902820091327,-0.05633279086757975,294.72,271.82,310.12,7.856,-0.2588146305193331,0.3769520547945717,0.29959676534510155,0.2832800079630006,0.28201113702015645,0.0008288477764966018,2019,8
2019-08-28 22:10:00,-0.4164179579908674,-0.2772198000000013,-0.535078820091327,-0.05470079086757975,295.42,266.12,325.82,10.35,-0.25331463051933306,0.35695205479457287,0.3015515341073352,0.32712267877309814,0.2660937342419682,0.007793409623654775,2019,8
2019-08-28 23:10:00,-0.4090659579908673,-0.2523958000000013,-0.559902820091327,-0.05911679086757975,352.48,351.19,354.03,1.062,-0.25431463051933306,0.35195205479457176,0.4608931134974094,0.4058998598911141,0.5036539893894205,-0.01814357932438256,2019,8
2019-08-29 00:10:00,-0.4046499579908674,-0.22757980000000128,-0.559902820091327,-0.06427679086757974,293.32,292.72,295.42,0.517,-0.2638146305193331,0.3219520547945763,0.29568722782063406,0.2422298639560941,0.3403749472068469,-0.019665506432121612,2019,8
2019-08-29 01:10:00,-0.3535139579908673,-0.20275580000000126,-0.510254820091327,-0.062196790867579746,353.18,350.02,355.89,1.5219999999999998,-0.2738146305193331,0.29195205479457514,0.4628478822596431,0.41109395974504936,0.5003867330296871,-0.016859016994914735,2019,8
2019-08-29 02:10:00,-0.3723779579908673,-0.20275580000000126,-0.510254820091327,-0.06125279086757975,325.12,334.418,329.82,5.391,-0.2763146305193331,0.27695205479457174,0.3844895801621057,0.3382927859858619,0.4568177298463023,-0.006054730793369034,2019,8
2019-08-29 03:10:00,-0.39645795799086736,-0.22757980000000128,-0.535078820091327,-0.060108790867579746,300.72,297.72,314.02,2.9530000000000003,-0.2863146305193331,0.23195205479457287,0.31635192616424707,0.2941708624954451,0.3543375812228017,-0.012862911139548516,2019,8
2019-08-29 04:10:00,-0.31042595799086736,-0.1531078000000013,-0.43579082009132697,-0.05668479086757975,299.72,293.72,307.82,2.261,-0.3008146305193331,0.20695205479457288,0.31355939936105615,0.27685719631566147,0.34316747401003783,-0.014795339687356636,2019,8
2019-08-29 05:10:00,-0.30287395799086736,-0.12828380000000128,-0.460606820091327,-0.06174879086757975,298.42,296.42,303.32,2.142,-0.3098146305193331,0.19195205479457514,0.30992911451690786,0.26429082570130236,0.35070729637865344,-0.015127650376936357,2019,8
2019-08-29 06:10:00,-0.3065539579908673,-0.1531078000000013,-0.460606820091327,-0.062196790867579746,297.42,294.42,301.12,1.935,-0.3223146305193331,0.20695205479457288,0.307136587713717,0.25814726673428223,0.3451222427722715,-0.01570570342519688,2019,8
2019-08-29 07:10:00,-0.3281459579908673,-0.1531078000000013,-0.48543082009132704,-0.06164479086757975,304.62,298.32,309.52,2.035,-0.3108146305193331,0.20695205479457288,0.3272427806966917,0.281604491881086,0.356013097304716,-0.015426450744877784,2019,8
2019-08-29 08:10:00,-0.26241795799086737,-0.1034598000000013,-0.410966820091327,-0.06060479086757975,314.22,310.02,320.82,1.987,-0.3138146305193331,0.22695205479457173,0.3540510380073246,0.31316004475714354,0.3886856609020499,-0.01556049203143095,2019,8
2019-08-29 09:10:00,-0.22116195799086732,-0.1531078000000013,-0.311670820091327,-0.03156479086757975,311.12,289.82,327.02,6.509,-0.30031463051933316,0.22695205479457173,0.3453942049174327,0.3304737109369272,0.3322766194775932,-0.0029326858274015756,2019,8
2019-08-29 10:10:00,-0.10191395799086735,-0.053819800000001264,-0.13791082009132688,-0.01607679086757975,279.22,249.72,310.82,9.44,-0.24181463051933305,0.22695205479457173,0.25631259989564215,0.2852347767252343,0.220296294669637,0.005252210232751029,2019,8
2019-08-29 11:10:00,-0.059217957990867306,-0.053819800000001264,-0.03862282009132699,0.014659209132420256,289.32,264.52,328.02,11.55,-0.19281463051933312,0.20695205479457288,0.2845171206078703,0.3332662377401182,0.2616256913568627,0.011144441787483887,2019,8
2019-08-29 12:10:00,0.10461404200913271,0.09511619999999874,0.11031317990867308,0.011379209132420244,279.62,254.12,311.92,10.34,-0.1798146305193331,0.20195205479457173,0.25742961061691844,0.2883065562087444,0.23258341260367701,0.007765484355622862,2019,8
2019-08-29 13:10:00,0.1120620420091327,-0.004171800000001298,0.15996117990867306,0.032427209132420254,279.12,247.22,304.12,10.37,-0.18281463051933305,0.16695205479457514,0.25603334721532306,0.2665248471438551,0.21331497766165966,0.00784926015971859,2019,8
2019-08-29 14:10:00,0.07085404200913267,-0.004171800000001298,0.13513717990867308,0.02165920913242025,275.02,252.52,297.82,8.16,-0.16581463051933307,0.136952054794574,0.24458398732224013,0.2489319282837522,0.22811536971857166,0.0016777759246666424,2019,8
2019-08-29 15:10:00,0.09567804200913266,-0.028995800000001282,0.11031317990867308,0.02091520913242026,273.52,247.62,310.62,9.85,-0.16981463051933307,0.13195205479457287,0.24039519711745372,0.2846762713645961,0.21443198838293612,0.006397146222059309,2019,8
2019-08-29 16:10:00,0.12894204200913273,0.020652199999998757,0.234425179908673,0.023739209132420253,274.52,242.42,295.02,8.18,-0.17031463051933304,0.12695205479457172,0.2431877239206446,0.24111285323481751,0.1999108490063432,0.0017336264607304619,2019,8
2019-08-29 17:10:00,0.19050204200913265,0.16958819999999875,0.209609179908673,0.009595209132420247,278.22,258.12,299.12,6.205,-0.16181463051933306,0.12695205479457172,0.2535200730924511,0.25256221312790034,0.2437535198164409,-0.0037816139755716184,2019,8
2019-08-29 18:10:00,-0.0805619579908673,-0.053819800000001264,-0.11309482009132701,-0.013244790867579752,280.42,265.02,298.32,5.195,-0.20031463051933313,0.14695205479457626,0.2596636320594712,0.2503281916853476,0.2630219547584582,-0.006602066046794457,2019,8
2019-08-29 19:10:00,-0.09595395799086731,0.020652199999998757,-0.21238282009132697,-0.048644790867579744,286.92,278.02,294.92,2.9530000000000003,-0.21631463051933306,0.161952054794574,0.27781505628021225,0.2408336005544986,0.29932480319994026,-0.012862911139548516,2019,8
